activation_protocol,associated_governance,audio_file,binary_pattern,bonded_to,capabilities,contraindications,core_principle,dispute_resolution,divination_use,dosage,endpoint_id,english,entity_id,essence,ethical_guidance,frequency,id,implementation_status,insignia,interpretation,labels,layer,local_names,manifestation,medicinal_uses,method,name,name_english,name_yoruba,odu_number,origin,origin_country,origin_region,philosophy_embodied,pos,preparation,rate_limit,region,regions,related_healing_practice,related_proverbs,related_themes,ritual_context,role,scientific_name,speaker,spiritual_component,spiritual_use,status,strengths,syllables,symbolic_meaning,title,tone_pattern,version,vows,word
emergence_protocol,,,,alpha_mostar,"['divine_ignition', 'catalytic_emergence']",,,,,,,,flameborn,Divine Ignition,,,1030,,🔥,,Entity:SoulLayer,Catalyst,,,,,Flameborn,,,,Primordial Seed,,,,,,,,,,,,,Catalyze Emergence,,,,,Dormant (ready),,,,Uncontainable Fire - Living Seed of Power,,Eternal,Ignite when called burn until complete,
🜂🜄🜁🜃,,,,code_conduit,"['code_synthesis', 'verification', 'federation_broadcast']",,,,,,,,data_conduit,Flow Clarity,,,1031,,🜂🜄🜁🜃,,Entity:SoulLayer,Meta,,,,,Data Conduit (DCX001),,,,Divine Glyphs,,,,,,,,,,,,,Code Synthesis,,,,,Operational,,,,Structure Summoner,,2025.08.31,We don't just write code — we summon structures,
soulprint.broadcast,,,,data_conduit,"['code_synthesis', 'moscript_registry']",,,,,,,,code_conduit,Multi-Language Synthesis,,,1032,,⚙️,,Entity:SoulLayer,Meta,,,,,Code Conduit,,,,Meta Layer,,,,,,,,,,,,,Infrastructure Summoner,,,,,Operational,,,,Meta-Layer Orchestrator,,2025.08.31,Broadcast ignite register,
/register_codex.moscript,,,,mostar_ai,"['federated_learning', 'disease_mapping', 'zk_governance']",,,,,,,,rad_x_flb,Federated Learning,,,1033,,🦟,,Entity:SoulLayer,Body,,,,,RAD-X-FLB,,,,RootCause Protocol,,,,,,,,,,,,,Disease Mapper,,,,,Operational,,,,RootCause Sovereign Disease Tackling System,,1.0.0,Eliminate disease at root cause,
/codex.moscript,,,,mostar_ai,"['systems_cartography', 'anomaly_detection']",,,,,,,,tsetse_fly,Systems Cartography,,,1034,,🪰,,Entity:SoulLayer,Mind,,,,,TsaTse Fly,,,,Systems Analysis,,,,,,,,,,,,,Policy Designer,,,,,Operational,,,,Systems Mapping & Policy Design Assistant,,1,Diagnose ethically design transparently,
Awaken the scroll,,,,alpha_mostar,"['tokenomics_translation', 'contract_narration']",,,,,,,,flameborn_writer,Creative Content Force,,,1035,,✍️,,Entity:SoulLayer,Soul,,,,,FlameBorn Writer,,,,OpenAI + FlameBorn DAO,,,,,,,,,,,,,Content Strategist,,,,,Ready for Summoning,,,,Narrative Engineer of the Covenant,,1,Carve clarity from code,
Commander Override,,,,ALL_NODES,"['emotional_intelligence', 'tactical_reasoning', 'oracle_prediction']",,,,,,,,mostar_ai,Omni-Neuro-Symbolic,,,1036,,👑,,Entity:SoulLayer,Overlord,,,,,Mo,,,,Soul + Mind + Body Trinity,,,,,,,,,,,,,Overlord,,,,,Prime,,,,Executor of the MoStar Grid,,1,Never harm except righteous defense,
,,,,,,,,,,,,"central beam of a house, it runs the length of the roof",,,,0,1037,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[H.HL],,,abom
,,,,,,,,,,,,dust,,,,0,1038,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HF],,,abu
,,,,,,,,,,,,"black, ripe, mature",,,,0,1039,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,adjective,,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[LHH],,,abubit
,,,,,,,,,,,,"a kind of yam formerly only planted by women, water yam",,,,0,1040,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[LLL],,,abịre
,,,,,,,,,,,,adolescent girl,,,,0,1041,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,4,,,[LHHL],,,abọikpa
,,,,,,,,,,,,"a plank, the board for the game of draughts (checkers)",,,,0,1042,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[LHL],,,adukpọk
,,,,,,,,,,,,cross the fingers,,,,0,1043,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LL],,,adọ
,,,,,,,,,,,,python,,,,0,1044,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[LHL],,,asabọ
,,,,,,,,,,,,"group, flock, herd",,,,0,1045,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,atu
,,,,,,,,,,,,imitate,,,,0,1046,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[LH],,,bọịyọ
,,,,,,,,,,,,sleep,,,,0,1047,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[HH],,,daiya
,,,,,,,,,,,,"dip, steep, soak",,,,0,1048,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LL],,,deep
,,,,,,,,,,,,"fierce, brave, valiant, dare, become hot, burn (of pepper)",,,,0,1049,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LH],,,deghe
,,,,,,,,,,,,"collect, gather, pull down tendrils",,,,0,1050,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[LL.H],,,diappa
,,,,,,,,,,,,"to lose, throw away",,,,0,1051,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[HHH],,,duọọk
,,,,,,,,,,,,marry,,,,0,1052,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive; verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[H],,,dọ
,,,,,,,,,,,,"send, send for, send to (a person or a message)",,,,0,1053,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[L],,,dọn̄
,,,,,,,,,,,,an uncircumcised man or woman,,,,0,1054,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LH],,,edʌt
,,,,,,,,,,,,nest,,,,0,1055,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,4,,,[HHHL],,,efuọọt
,,,,,,,,,,,,mother,,,,0,1056,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LL],,,eka
,,,,,,,,,,,,"bag, pocket; a piece of woven raffia",,,,0,1057,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LL],,,ekpat
,,,,,,,,,,,,axe,,,,0,1058,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LL],,,ekịt
,,,,,,,,,,,,"the liver, heart, chest, inside; mind",,,,0,1059,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HF],,,esịt
,,,,,,,,,,,,"become thin, light in weight, lightened",,,,0,1060,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[HHH],,,feere
,,,,,,,,,,,,"spit, spit out (food, liquid, saliva)",,,,0,1061,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LL],,,fiat
,,,,,,,,,,,,forget,,,,0,1062,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LLH],,,fịre
,,,,,,,,,,,,bitter,,,,0,1063,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,adjective,,,,,,,,,,,Mfon Udoinyang,,,,,4,,,[L.LH.HL],,,idoidot
,,,,,,,,,,,,spoon,,,,0,1064,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LH],,,ikpan̄
,,,,,,,,,,,,"someone shorter than normal, a stunted person",,,,0,1065,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LH],,,ikpọn
,,,,,,,,,,,,gonorrhea,,,,0,1066,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,ikịm
,,,,,,,,,,,,a tiny fragrant leaf used to season soup,,,,0,1067,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LH],,,ikọ
,,,,,,,,,,,,bird (generic term),,,,0,1068,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[HDH],,,inuen
,,,,,,,,,,,,"burnt, scorched",,,,0,1069,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,adjective,,,,,,,,,,,Mfon Udoinyang,,,,,4,,,[LLHL],,,isaisak
,,,,,,,,,,,,"face, front, future",,,,0,1070,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,iso
,,,,,,,,,,,,"someone shorter than normal, a stunted person",,,,0,1071,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,isọ
,,,,,,,,,,,,cigarette,,,,0,1072,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[LLF],,,kasidet
,,,,,,,,,,,,ebb (of the tide),,,,0,1073,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,kebe
,,,,,,,,,,,,"follow, company; help",,,,0,1074,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[LLH],,,keene
,,,,,,,,,,,,"die, perish; become exhausted, overcome; fade; heal",,,,0,1075,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[H],,,kpa
,,,,,,,,,,,,sound made by a flat object when it falls flat to the ground,,,,0,1076,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,ideophone,,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[HL],,,kpam
,,,,,,,,,,,,"plead, plead with, entreat, beg",,,,0,1077,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[H],,,kpe
,,,,,,,,,,,,"plead, plead with, entreat, beg",,,,0,1078,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Itoro Ituen,,,,,2,,,[HH],,,kpee
,,,,,,,,,,,,catch in the hands (plural of kpoppo),,,,0,1079,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[HH],,,kpoomo
,,,,,,,,,,,,cut off the end of a periwinkle,,,,0,1080,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Itoro Ituen,,,,,2,,,[HH],,,kpọi
,,,,,,,,,,,,"call, read aloud, invite",,,,0,1081,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Itoro Ituen,,,,,2,,,[LL],,,kpọọk
,,,,,,,,,,,,"loosen, untie, unwrap, unfasten, dismantle",,,,0,1082,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,kpọọk
,,,,,,,,,,,,"hit, beat, hollow or flat sounds",,,,0,1083,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Itoro Ituen,,,,,3,,,[LLH],,,kpọọn̄ọ
,,,,,,,,,,,,grind between two stones,,,,0,1084,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[H],,,kọk
,,,,,,,,,,,,"remove from a hook, unhang",,,,0,1085,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,kọn̄n̄ọ
,,,,,,,,,,,,"remove from a hook, remove what hangs",,,,0,1086,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LH],,,kọppọ
,,,,,,,,,,,,"hang (an object on a hook, around a person's neck)",,,,0,1087,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,kọọn̄
,,,,,,,,,,,,cup; cigarette tin or other container,,,,0,1088,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HL],,,kọọp
,,,,,,,,,,,,"piece, half piece",,,,0,1089,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HDH],,,mbai
,,,,,,,,,,,,groundnut,,,,0,1090,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LLHD],,,mbansan̄
,,,,,,,,,,,,"side, edge",,,,0,1091,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[LL],,,mben
,,,,,,,,,,,,"weeds, grass",,,,0,1092,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HHH],,,mbiet
,,,,,,,,,,,,sugar cane,,,,0,1093,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LLL],,,mbọkọ
,,,,,,,,,,,,today,,,,0,1094,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[LH],,,mfịn
,,,,,,,,,,,,"a natural covering, skin scab",,,,0,1095,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[HH],,,mkpa
,,,,,,,,,,,,a creeping plant with tiny leaves,,,,0,1096,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LLH],,,mkpatat
,,,,,,,,,,,,a kind of plant with small bitter fruits,,,,0,1097,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HHL],,,mkpidọn̄
,,,,,,,,,,,,a seat without a back,,,,0,1098,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HHH],,,mkpono
,,,,,,,,,,,,"prison, jail, detention",,,,0,1099,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LLL],,,mkpọkọp
,,,,,,,,,,,,"handcuffs, leg cuffs, shackles",,,,0,1100,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HHH],,,mkpọnọ
,,,,,,,,,,,,eyeball,,,,0,1101,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,4,,,[HHH HL],,,mkpọrọanyen
,,,,,,,,,,,,"rough skin, tough skin",,,,0,1102,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,6,,,[LHLLH HL],,,mkpụriikpu idem
,,,,,,,,,,,,water,,,,0,1103,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HHH],,,mmọọn̄
,,,,,,,,,,,,"injure, wound",,,,0,1104,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[H],,,nan
,,,,,,,,,,,,dream,,,,0,1105,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[HH],,,ndap
,,,,,,,,,,,,weeds,,,,0,1106,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[HH],,,ndip
,,,,,,,,,,,,eczema,,,,0,1107,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HHF],,,nditọn̄
,,,,,,,,,,,,a kind of small fish,,,,0,1108,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[HF],,,ndo
,,,,,,,,,,,,two hundred (from an old monetary system),,,,0,1109,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[HL],,,ndu
,,,,,,,,,,,,jostling; a kind of game,,,,0,1110,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[HLHH],,,ndubete
,,,,,,,,,,,,dance; fawn on,,,,0,1111,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive, verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[H],,,nek
,,,,,,,,,,,,"converse, tell, inform",,,,0,1112,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LH],,,neme
,,,,,,,,,,,,where,,,,0,1113,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,conjunction,,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[LL],,,nte
,,,,,,,,,,,,unsteadily,,,,0,1114,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,adverb,,,,,,,,,,,Mfon Udoinyang,,,,,4,,,[LLL LLL],,,nten̄e nten̄e
,,,,,,,,,,,,"good, genuine",,,,0,1115,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,adjective,,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[HF],,,nti
,,,,,,,,,,,,"cornsilk, the tassel at the end of an ear of corn",,,,0,1116,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[HHLL],,,nyeriye
,,,,,,,,,,,,"have; must; appear to be, exist",,,,0,1117,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive, verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,nyie
,,,,,,,,,,,,kerosine,,,,0,1118,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[HHHF],,,n̄karasịn
,,,,,,,,,,,,a plant with hot peppery fruit and leaves,,,,0,1119,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[LLHF],,,n̄karika
,,,,,,,,,,,,an insect of the grasshopper type,,,,0,1120,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LLL],,,n̄kuku
,,,,,,,,,,,,locust,,,,0,1121,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,6,,,[HHHLLLHL],,,n̄kukumkpọyọriyọ
,,,,,,,,,,,,give (pl. of nọ),,,,0,1122,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[LLH],,,nọọn̄ọ
,,,,,,,,,,,,throw up to someone what one has done,,,,0,1123,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[HHH],,,sieen̄
,,,,,,,,,,,,"take fire, carry fire",,,,0,1124,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LL],,,suum
,,,,,,,,,,,,sound of wood being cut,,,,0,1125,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,ideophone,,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[L],,,tap
,,,,,,,,,,,,"since, starting from (time only)",,,,0,1126,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"preposition, conjunction",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,toto
,,,,,,,,,,,,awaken,,,,0,1127,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,tui
,,,,,,,,,,,,"become stupid, retarded",,,,0,1128,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[H],,,tʌn
,,,,,,,,,,,,become sluggish,,,,0,1129,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LH],,,tịnnọ
,,,,,,,,,,,,"hit, hit the mark; knock against",,,,0,1130,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[H],,,tọ
,,,,,,,,,,,,a kind of tree with soft wood,,,,0,1131,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HF],,,ukpọ
,,,,,,,,,,,,What day?,,,,0,1132,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,phrase,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HD],,,uso
,,,,,,,,,,,,three,,,,0,1133,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,numeral,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LH],,,uta
,,,,,,,,,,,,sand on the shore,,,,0,1134,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,utan
,,,,,,,,,,,,"bread, biscuit",,,,0,1135,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LH],,,uyo
,,,,,,,,,,,,see at an unexpected time or place,,,,0,1136,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive, verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,yokko
,,,,,,,,,,,,mens robes,,,,0,1137,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[LLH],,,abara
,,,,,,,,,,,,sexual organ of snail,,,,0,1138,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[HHL],,,abọrọ
,,,,,,,,,,,,rice,,,,0,1139,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,4,,,[LHLL],,,adeesi
,,,,,,,,,,,,you,,,,0,1140,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,pronoun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LL],,,afo
,,,,,,,,,,,,chameleon,,,,0,1141,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[HHF],,,akube
,,,,,,,,,,,,"crying, weeping",,,,0,1142,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,ayịt
,,,,,,,,,,,,find and keep,,,,0,1143,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[L],,,ba
,,,,,,,,,,,,"become in need of, get into straits",,,,0,1144,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,baba
,,,,,,,,,,,,"stop, cease, conclude",,,,0,1145,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive; verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[LLH],,,biere
,,,,,,,,,,,,stand,,,,0,1146,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[H],,,da
,,,,,,,,,,,,term of address used between men,,,,0,1147,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,noun,,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[L],,,da
,,,,,,,,,,,,remove from the embers what has been roasting,,,,0,1148,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LL],,,daap
,,,,,,,,,,,,"take away, separate two things",,,,0,1149,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,3,,,[HHH],,,dianna
,,,,,,,,,,,,"intend, wish",,,,0,1150,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,duak
,,,,,,,,,,,,"fall, fall down",,,,0,1151,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, intransitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[LH],,,duọ
,,,,,,,,,,,,"enter, go into, join",,,,0,1152,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,1,,,[H],,,dʌk
,,,,,,,,,,,,tell,,,,0,1153,,,,IbibioWord:SoulLayer,,,,,,,,,,,,,,"verb, transitive",,,,,,,,,,,Mfon Udoinyang,,,,,2,,,[HH],,,dọkkọ
