id,age_years,primary_language,scenario_type,description,reasoning_process,peer_dynamics,cultural_tension,outcome,emotional_growth,location,symbolic_logic,wisdom_gained,neural_embedding,recorded_at
mostly2b-31d5-4464-adf1-f3b41099d2b6,15,Shona,cultural,reasoning{,description,A {,A ,",-c,",critical_thinking,", {",-040.69,adolescence,: ,2024-10-08 09:45:00
mostly5f-0f83-47c7-9d86-c42bb4677686,15,Zulu,entrepreneurial,:0.9,A s iny withlo as theen f thec;es ,wisdom_type,{,cultural_logic,empathy,recorded_at,O,"cultural, ",", ",2024-06-21 02:26:00
mostly4b-fa87-47d9-bc64-8ceb6bfd5fa9,17,Oromo,social,"He,0.63.8,-0.433,,0.",recordede_language,adolescence,adolescence,: ,empathy,recorded_years,1,scenario_growth,scenario_logic,2024-05-19 04:47:00
mostly22-b777-4306-a6f6-e2f5c20ac756,14,Oromo,identity,", ",scenario,:: ,outcome,: ,resilience,scenariotype,A,primary_,leadership ,2025-06-01 17:38:00
mostlybc-0a9d-4c26-84b6-53f71f57b28c,19,Igbo,cultural,recorded_years,"2025, ",", ","cultural, ",cultural_type,resilience,", 19 ",: ,wisdom_logic,Ds and f in ins for,2024-11-18 22:43:00
mostlyd1-0c33-443d-800c-c95cbfdf597f,18,Yoruba,social,location,He,"A, ",age_language,"-04} a d.814,-0.9056-}06T19,,002,-1.0128,-.198040928,-0.,50ing,0.,0.01,0.69,--4,0 ",integrity,",",primary_language,description,peer_tension,2024-12-02 13:39:00
mostlycc-0d99-4e35-bb9d-1b25e27ce8d0,18,Hausa,social,,neural_typeer,description,A,,leadership,: ,She aedpctmbi p in school ands.,primary,,2024-04-24 00:09:00
mostly3e-7833-42fd-96c6-3a299f4a4195,19,Amharic,innovation,: ,{-99,"2024e,0.20.5.8 ",M_years,",, ",leadership,emotional_ ,"adolescence,0.58 and, ",location,cultural_logic,2024-03-18 20:42:00
mostly2d-5329-4a9e-a8f2-14b2ac5ec148,19,Swahili,cultural,description,age andk_ andleering.,", ",adolescenceeeres with.,", ",creativity,symbolic_gained in,outcome,adolescence,,2024-10-12 11:06:00
mostly7e-bca9-4645-bb4b-705dfe18d801,15,Hausa,academic,recorded_ ,neural_at,A,2025,"primaryage, ",integrity,A{,"age, ",At.,A,2025-09-30 21:39:00
mostly71-61d4-4fe7-8411-0dc073fe07fe,19,Igbo,ethical,", ",",-0.",recorded_,: ,2024,empathy,", ",,Hgrowth}-;Tlal anding,", ",2025-06-22 05:41:00
mostly8c-83b5-48ed-96cc-bcea93888526,17,Igbo,social,symbolic_logic,A,"emotional,1.0128 and,0.14",location,outcomeer,critical_thinking,"2024{05erar;aedps a,ting andyaloring andr and to.",A.,Shen: ,,2024-03-05 11:09:00
mostly42-c534-4839-8ee7-3d357fc9375d,16,Hausa,identity,: ,",","reasoning_years, ",: ,"2024,01.",leadership,wisdom,wisdom_type,wisdome inkene.,peer_process,2024-03-07 11:13:00
mostly81-4feb-41c0-81fc-50571ddac73f,18,Swahili,cultural,description_logic,Ap ,B_logic,ethical,", ",critical_thinking,: ,A: ,", ",peer,2025-09-22 01:14:00
mostlyfe-f071-4f2f-bdf1-9e89ebc18d92,17,Shona,entrepreneurial,", ",: ,ethical_at,scenario: ,reasoning{_,independence,scenario_type,location,"-03-0 28T12, Nigeria00",description,2025-05-03 19:04:00
mostly8a-ff78-4134-ae12-b5a814564a47,13,Shona,social,cultural_logic,Hlanguage ,neural_process,primary_,emotional_l_gained,resilience,outcome,B,She,neural,2024-09-28 11:38:00
mostly72-6199-4a92-a96d-d31a5029816b,17,Zulu,academic,", ",scenario_at,,reasoning_tension ,primary_at,critical_thinking,recorded_languageyears,A,: {at,", ",2024-01-19 06:34:00
mostly72-c7cc-460b-9107-2fb55d9534ac,15,Zulu,entrepreneurial,age_type,description,: ,recorded_language, ,critical_thinking,: ,", ",: ,A ,2024-05-27 17:14:00
mostly52-a83f-40dd-ab03-8215fd539f99,14,Amharic,innovation,reasoning_process,wisdom_logic,wisdom_gained,"P in, ",,leadership,description, recorded,age_language,outcome,2025-05-02 21:35:00
mostlybb-7341-4140-8315-f4b65e951045,18,Swahili,entrepreneurial,emotional_language,He inerer c ls pe fen foerarbt to a with m.,scenario_,location_ school,E{,independence,", ",: ,", ",reasoning_process,2025-09-30 21:39:00
mostly08-152b-48ef-ab51-229274bab407,19,Zulu,social,peeryears_type,peer_years,A-00{,reasoning_type,description,integrity,"1, ",age,Atitict f m.,A,2024-11-11 17:42:00
mostly18-18a0-4af7-ab85-9dc3e28cd5c7,13,Yoruba,academic,B,"St0.,7, ",O,A _gained,neural_dynamicstension,resilience,wisdom: ,adolescence,Friends_type,peer_growth,2025-05-13 12:38:00
mostly65-26cc-4d78-aee8-0f28c13ff30e,19,Hausa,ethical,scenario__tension,recorded_growth,peer__tension,symbolic_,-305.,integrity,A-ar06 ,} {,: ,description,2024-04-09 20:32:00
mostly1d-2dff-400d-b7ff-0616c3ea8c9d,13,Igbo,cultural,"A,-0.",",outcome",scenario_growth,recorded_,cultural_type,independence,cultural_,"adolescence, ",S,: {,2024-02-29 11:58:00
mostly88-405c-49ec-8bf0-b9f51d32fc66,13,Shona,identity,", ",", ",description,location.,symbolic_ studentle,creativity,symbolic_.,", ",recordedat,"-090.490984,-1.",2024-06-30 06:12:00
mostlyb9-9486-4dd4-9012-aea12c832bae,16,Zulu,social,"outcomeyearser; forerslar and aero man,",", {",} ,": 14t,-ed.3-0.0.-,-11.8,-1 and5-0.448",primary_type,leadership,primary in,"age_1,",: ,peer_dynamics,2025-09-23 22:26:00
mostlyd1-89d0-41da-af6f-0c2f435ced04,19,Amharic,identity,"Hausaar-.01,0. ",,cultural_process,R to.,_,independence,She_type,cultural innit a iner stal with.,"Ifm, ",O ,2024-07-21 06:11:00
mostlyd1-bfad-4f8d-a63e-26a7c3420bec,16,Yoruba,ethical,2025_tension,", ",-03.,-0.,reasoning_tension,integrity,"He-T1.733,0.{28",", Nigeria ",wisdomyearsgrowth topwing to.,leadershiptype,2025-06-27 14:16:00
mostlyae-b34b-4697-8066-7d85c154ed51,14,Swahili,academic,Heo,emotional ,}__at,description-,scenario_tension,independence,location,"2025-05, Nigeria:,-0, and- as.96","He ,","primary,-0.7190.1,,0.28,-,0.7004,,0.3358,0.0.5",2024-09-11 22:23:00
mostly75-13ec-435b-a811-ae9d7a91b93d,19,Igbo,identity,recorded_at,peer_embedding,2025-2.,cultural_at,Hausae in f,creativity,Dtype.,emotional_tension,outcome,In,2025-04-02 19:28:00
mostly61-b4d4-4380-a71c-17b5d89ba194,15,Swahili,identity,,primary_growth,recorded,recorded_type,adolescence,integrity,"Hegrowth,","He, ",cultural_tension,: ,2024-09-09 08:19:00
mostly9b-e799-43fd-9546-159a544d82e6,18,Amharic,cultural,symbolic_type,A inyalieratesa to d.,peer,,: ,leadership,Pers.,recorded_at,descriptionlanguagef ls p.,: {,2025-09-30 21:39:00
mostlyaa-f1a4-4bde-b3f2-3859c3e24155,16,Oromo,entrepreneurial,: ,"If tones sal, and ine f b.",: ,ethical_,", ",leadership,reasoning_logic,outcome,", ",Sheo: ,2024-02-25 07:42:00
mostly9c-53fc-4867-9262-20adfd34b3a4,16,Hausa,identity,", {",adolescence,: ,", ",A{ ,critical_thinking,Dyears_tension,", ",", ","Sieres m paen and in, ",2024-04-12 23:32:00
mostly3e-2325-4d5f-b648-8406ff215849,19,Hausa,academic,",1 ",description;_,} {,recorded_embedding,If,independence,A_,}dynamics,age_language,description,2024-08-24 01:30:00
mostly83-984f-4f72-ad62-f59940df3120,19,Oromo,innovation,", ",", ",wisdom_dynamics,: ,{,empathy,",age_growth",A,reasoning}_,cultural ,2024-07-30 00:16:00
mostly1e-ae70-43b3-bdf9-36cbd8046621,18,Yoruba,identity,ageShe,Awon.,peer_at,primary_gained,", ",resilience,"P0.7, ",", ",M_type,: ,2024-08-08 23:15:00
mostly34-c5ac-4e3f-9b42-53f3fe93b9d9,16,Swahili,entrepreneurial,neural,outcome,reasoning} ,ethical_tension,} {,independence, ,peer_{,C,A ,2024-04-12 13:57:00
mostly26-9bb0-4efd-ba0e-56fecdb98288,16,Hausa,identity,,", ","O studented, Nigeria sart for toused.",A,_00,creativity,primary__years,"ethicalneural_, ",emotional_,description,2024-11-21 08:41:00
mostlyaa-f10d-4228-b1d2-1a9865e2524a,18,Amharic,identity,location,adolescence ,"A, ",symbolic_,", 15-.6349,0.2414} ",creativity,: type{,,"wisdom, A",reasoning_embedding,2024-06-17 22:35:00
mostly0d-e1d9-4f6f-8358-d952d81200f5,18,Amharic,identity,ethical,"Aar, ",cultural_at,"Hem to a thep st tot, l.",,empathy,recordedgrowth,A-hes,", ",,2024-06-25 01:14:00
mostly26-7704-499d-8638-284cac4b8437,16,Hausa,social,emotional_tensiongrowth,He ,If,2024: ,0.,leadership,symbolic_language,wisdom_growth,"A.,1.",cultural ,2024-03-10 22:23:00
mostly24-24a0-4474-aeb3-e8ce9ea50e67,15,Amharic,innovation, ,location,He,{,_language,critical_thinking,location,scenarioer c-,2024,description_,2024-09-30 20:16:00
mostlyea-e1d4-447c-b45b-8ad64bf1d093,19,Oromo,cultural,peer_gainedes,} ,cultural_dynamics,M a in-ep and.,peer_years,critical_thinking,", ",: ,He_tension,E1;n andest c;edeededitlarcs:00 in,2024-10-27 12:56:00
mostlyac-9c8d-4155-b400-a590bac434e2,15,Igbo,social,scenario_logic,peer__language,Ak ,peer__years,",, ",independence,"age, ",2025_growth,E_gained,}_03,2024-06-23 16:09:00
mostlye5-748b-4642-918e-6180964d0aaa,18,Oromo,entrepreneurial,: ,peer_dynamics,He ,: ,"She, at",leadership,cultural_years,A ,symbolict in the stg w w tou with s and andents:an {edent.,outcome,2024-12-07 22:45:00
mostly6a-a1da-44b2-a306-2087dbab6de2,19,Oromo,cultural,", ",,independence,primary_language,,integrity,", ",Aten aae msa inar tots; c c aen ss ay paerset wpg; ands;wc theedar inkaalr andals.,symbolic_process,"2025-9-0.982,,1.",2024-01-18 14:23:00
mostly3f-dcdb-4b6a-9fcd-17856576de35,15,Swahili,innovation,",_at",primary_gained,recorded1,description,,creativity,Ae,2024-6-031.,recorded_at,wisdom_growth,2024-03-16 22:32:00
mostly91-366d-4138-86d6-12025044bfb9,18,Swahili,ethical,", ",The ,", ",2024gained,neural,integrity,"recorded,00",M,"_growth, ",location,2025-05-12 09:17:00
mostly4a-d0fd-4c30-88b2-4dd712825db3,13,Igbo,identity,C,", ",reasoning_dynamics,recorded ,", ",independence,recorded_gained,D_ ,O,symbolic__,2024-08-21 20:32:00
mostly53-290e-4847-ad85-c4323d238394,14,Zulu,ethical,description,} ,A ,"emotionalat, ",adolescence,integrity,P_03.,: ,", ",Sheembeddingled pre.,2024-06-09 09:23:00
mostlyec-d357-442f-b0a2-6734127bd2fb,18,Amharic,academic,location,descriptiongained,emotional_,scenario_growth,"Sheat,--T1-060.5",independence,emotional_embedding,"}1, {",: ,"symbolic1, a0.",2025-04-04 10:26:00
mostlyb8-a7c5-470b-8b88-2db305c5029f,16,Yoruba,identity,age_type,",language_dynamics",description,Hef ce ,A,creativity,", ",location,A in student in dane,: {,2024-01-03 21:41:00
mostlyf6-08bd-41ea-9c40-8010aa135b31,17,Swahili,creative,,", ",: ,,:} ,critical_thinking,cultural__at,2025_process,"Sheingts perss toa c,c ", ,2024-12-22 20:16:00
mostly2c-9a33-487d-9dca-af1b50772032,18,Oromo,academic,B anders.,S_process,Otype,wisdom_ ,{,resilience,"H, ",2024_process,He{,", ",2024-06-16 21:04:00
mostly44-671a-47e6-a3bf-6c9885b9590a,19,Amharic,innovation,The_type,2025process,:-_growth,", ",ethical,leadership,: ,wisdom_tension,She ine iner fe fser to;p.9,H in{- to ,2024-06-30 07:23:00
mostlye3-7794-427a-a8af-6aec7004c501,19,Hausa,identity,adolescence0_ a afer pted; c theltes aa.,: ,,"C-0.7030701071.805,-0.",",} dynamics",resilience,age} lembedding.,: ,cultural,A,2024-06-05 16:48:00
mostly6a-0ee3-4923-b19e-cf45266d08f2,13,Swahili,academic,neural_embedding,She,wisdom_yearstensionlanguage,":, ",scenario_,resilience,scenario_growth,S_,}reasoning,M_atl,2025-02-07 04:20:00
mostlyf8-7c71-4f47-a5b6-0b07df5b345c,16,Swahili,academic,emotional_gained,"}, ",", ",", ", ,leadership,A_at,location,Hegrowth-0.,emotional_0.,2024-04-05 18:05:00
mostlyd1-2cab-43b9-9b88-72bea34e57e3,18,Zulu,social,CApa anderperdat s toiploers to.,He mersatesu l ,A,2025,", ",integrity,R ,0.,primary_,wisdom__at,2024-03-13 18:57:00
mostlyc5-2b43-4e6c-b407-462cf27d9e10,17,Oromo,identity,age_gainedyears,Some_embedding,", ",In: ,202500,creativity,, ,Btensione,Mat,2025-09-18 00:08:00
mostlyed-3b9c-4b5b-9fdd-7dcd335401a4,15,Zulu,ethical,Aes for c ;s.,A.,B}00 ,}neural and,Son lano st,integrity,: a-.,outcome,Aeitts as.,: ,2024-01-14 18:14:00
mostly84-e7d2-4076-b09e-16820a835278,16,Swahili,cultural,emotional_tension,She and s,S to_type: ,P_type,location,integrity,outcome,emotional_,cultural,recorded_language,2024-07-24 11:09:00
mostly0e-cc9b-4f83-acff-82a741d7d2e0,17,Hausa,entrepreneurial,neural_tension,reasoning: ,A0;u s;aorling.,"recorded-0 d.7,-0.4909, ",empathy,leadership,description,leadership ,: {,neural,2024-01-22 18:57:00
mostly16-590e-4654-a926-0889fbaa83e2,16,Hausa,ethical,scenario_type_language,symbolic_,age_language,{,age_embedding,integrity,", ",scenario_type,age_growth,reasoning_type,2024-03-04 18:06:00
mostly46-69ad-4729-bd44-55a7d884a0cf,17,Oromo,academic,He_,emotional_language,S,cultural_tension,wisdom_dynamics,independence,emotional,}_gained,outcome,reasoning_,2025-09-26 21:20:00
mostly49-5a4c-4ef1-981c-4f1421561adf,15,Yoruba,social,_tension,Ae,"independencegrowth,0.",,leadership_embedding,leadership,He,symbolic,primary_gainedembedding,"If, ",2025-09-17 08:41:00
mostlyf3-31c0-4f83-a0fa-3445596c9789,17,Hausa,entrepreneurial,", ",recordedtensionat,"Aa,0.",reasoning}dynamics_years,emotional,independence,"Heoners,0.",0,"adolescence a,.",emotional_at,2024-07-28 21:56:00
mostly76-6fa2-42c1-b49b-6effc156fa0f,19,Swahili,identity,"}, Ethiopia {",wisdom_tension,1,reasoning_language,A; a f,resilience,outcome,"scenario, ",Sheing with c,emotional_tension,2024-07-28 02:12:00
mostly86-ca99-440c-af20-5a4a4002d0a3,19,Hausa,entrepreneurial,_embedding,reasoning_logic,outcome,"A, ",B_,leadership,reasoning_,location,scenario_dynamics,P,2024-11-10 01:20:00
mostly33-0e7f-4e90-8a28-e9bcc90fcc91,15,Amharic,academic,"She, ",", ","She, Nigeria ",emotional_,recorded_tension,empathy,", ",leadership_type,"scenario, and",cultural,2025-09-30 21:39:00
mostly79-d1c4-4832-b260-f0bbc3fff71c,19,Oromo,academic,outcomeal,recorded_type,"}}}, ",", ",neural_language,leadership,,", ",: ,", ",2024-03-25 22:01:00
mostly2d-1edf-4681-87d2-d9122c827936,13,Amharic,academic,location,adolescence,} ,Pedi p fory,outcome,resilience,"Mtitteeaer, and;e forleddaling, .",age_,recorded_language,} {,2024-12-25 11:30:00
mostly5e-c071-42de-832b-8a3a27393f5d,17,Oromo,creative,primarye-0.,recorded ,"P, ",location,"He, ",creativity,"primary, ",peer_,location,", ",2024-05-26 17:25:00
mostlyf2-199b-4c0a-85a5-41e3632677a1,16,Swahili,identity,outcome,symbolic_logic,The_growthat,Ao les akingalts ar;eners f s;u derst c ,2025 ,creativity,"He, ",In,", ","2024, ",2024-08-06 11:36:00
mostlyd6-d972-4943-8927-c32e875aa39e,15,Swahili,ethical,", ",scenario,: ,", ",wisdom_gained,integrity,adolescence,", ",{,descriptionA toralne.,2025-09-30 21:39:00
mostlya7-51b1-4b01-9f5e-a1ba743caefe,18,Swahili,identity,} ,", ",: ,R_tension,recorded in,creativity,",",He type,age_type,", ",2024-08-30 16:26:00
mostly07-c426-4f79-8247-730d3b1cb883,19,Igbo,social,age_tension,"He, ",:00,,", ",empathy,", ",20240.,cultural ,adolescence,2025-07-26 02:51:00
mostlyaf-ed8b-4359-a7a5-ac690ec93061,17,Yoruba,identity,Asen,E ,description,: ,,independence,recorded_embedding,reasoning_process,adolescence,"Aersi,p0.04",2025-03-29 19:44:00
mostlyd5-e153-4af1-9aa9-ced2fa7892ce,19,Igbo,innovation,reasoning_years,", ",", ",emotional_embedding,age_,empathy,: ,recordedoutcome,cultural,peer_language,2024-03-25 22:44:00
mostlya1-6efd-4e6b-82bd-2e804581d64f,19,Hausa,social,Alpc a for fy.,description1es a.8,"2025, ",} {,reasoning_years,empathy,2025s,2025-02-0702-1.,2025_gained,Ao ,2025-09-30 21:39:00
mostlyd8-c624-4acd-9609-2dc99133d841,13,Zulu,identity,"2025m, tension",Some inate s.,", ",", ",recorded_at,independence,reasoning_dynamics,"ethicall, ",neural_years,Aat,2024-07-06 21:14:00
mostly97-3216-48db-af01-c3cf5f05ad1f,19,Swahili,cultural,A,description,Otension ,Friendsi.,recorded_tension,independence,recorded ,cultural,Cer,cultural ,2025-08-15 01:53:00
mostlyb0-4cbc-4686-9804-d48b507946e9,18,Yoruba,academic,,"peer_--23,0..27,-0.4,1.",reasoning_,C,_process,integrity,outcome_logic,,primary_,symbolic.,2025-02-17 02:30:00
mostly76-8627-48df-b3d1-b575723cf809,13,Amharic,entrepreneurial,He_,_,recorded_embedding,M_tension,", ",critical_thinking,}} ,recorded_years,S,H,2024-10-16 14:26:00
mostly6a-3492-4a4d-a4d1-5bb129b54478,15,Swahili,ethical,C,"0.,-1,7T1-.071401,610.7T0909,0.4,1,-270., ,-0.76",wisdom_-0-805 ,descriptionn,2025_embedding,integrity,neural_growth,", ",S_dynamics,She,2024-11-22 05:26:00
mostly0c-f605-4d30-9f28-6474ca330f27,14,Hausa,social,emotional ,descriptioneage, ,description,: ,creativity,recorded_type,She_years,"emotional, ",Sheprocess,2025-06-07 21:16:00
mostly35-4b79-4684-9218-519504e8755e,13,Amharic,creative,"-0,0.",A,: ,Ifu,scenario_years,critical_thinking,", ","She.7, ",", ",cultural_growth,2024-08-14 11:20:00
mostly56-3a22-4f1c-9501-37217dc147fe,13,Igbo,identity,", ","}, ",2024{, ,adolescence_type,creativity,location,wisdomgrowth_growth,"Ao, f, ",adolescence,2025-09-30 21:39:00
mostly13-c03c-4afe-9792-f6d85e026851,16,Amharic,innovation,neural_at,,", ",", ",".03480.17,0.36,24,--1.13381601,-0.",empathy,S_gained,A,He_-{,A,2025-07-05 09:44:00
mostly2c-e755-4914-8ae5-002085193ee2,17,Amharic,creative,age_tension,20243e fa: ,S,scenarioneural_at,"}-0.79270.,782",creativity,":0.13598,,0.,-30.4,1.9,040.6",recorded_years,2024embedding,: ,2025-01-16 12:15:00
mostlya3-1cd5-47d4-82f2-43274b945ce4,19,Shona,creative,description,scenario,", ",cultural_embedding,,integrity,scenario_gained,"0.,0.29,0.4529.","scenario andy aedytalen and fcar in toy for the;es.,ed0.02;",outcome,2025-09-30 21:39:00
mostlyaa-cbc7-49ee-af3f-6a2b0563f951,17,Zulu,cultural,neuralemotional,emotional,peer,integrity_process,primary_language,critical_thinking,Ae,emotional_process,:,A ,2024-01-24 11:23:00
mostly1c-1293-49ff-a2e8-81d3c6563fb7,18,Amharic,ethical,wisdom_embedding,A,Some,neural_tension,peer_growth,empathy,description,scenario_type,"P, ",description,2025-04-27 15:37:00
mostly92-0468-4d97-921b-66902191d93f,13,Swahili,identity,,scenario_years,Hausaao aa c toanes ands.,"A, ", ,independence,recorded_at,",outcome",scenario_embedding,"}, ",2025-09-30 21:39:00
mostlyf3-7d1c-4f8b-a814-d73ec4ffa2cd,13,Zulu,academic,: ,", ",", ",adolescence,He,independence,"Ma, ",Friends sderer toitt mar for;l.,: ,", ",2024-05-31 01:31:00
mostly51-fd04-44be-bfdd-bc6228d4220f,18,Swahili,ethical,primary_language a,: .,symbolic,: ,: ,empathy,recorded: ,_process,A_tension,: ,2025-06-08 13:16:00
mostly92-ee9a-4049-9371-4f7e8f4edd41,14,Oromo,social,"2024,:t",", {",neural_languagel,}-}0400,C,integrity,location,", ","cultural_-T02},0.728, ",B,2025-03-05 16:34:00
mostlyda-8f11-41cd-89de-8027e436411c,19,Shona,cultural,The_logic,recorded_dynamics,"Sers0,aing: {",", ",: ,integrity,emotional,recorded,In,B,2025-05-03 12:29:00
mostly3f-4836-415a-a49c-155df7d1bf84,15,Amharic,entrepreneurial,"Aler,ing ",scenario_process,", ",description,wisdom_logic,critical_thinking,If ,Atensionrat in thealer cen a with dts a fors ( the the tdc meiceny foringing; to in bit;yces.,", ",:,2024-02-23 07:35:00
mostly9e-0ac9-4433-9b04-353b070b6c99,17,Yoruba,social,adolescence,Pa.,emotional_at,", ",symboliclanguage,resilience,ethical,: ,"-0,-0.487,0.03,T1}-0.63008-000,5",emotional_years,2025-02-10 11:23:00
mostly28-abef-45df-8fa8-c15077d7dcc4,14,Swahili,academic,Aal a inyensaingelyy f with thes ini fit;aereaderlseedc and pesation,", ",location,Ap,"}-al07Ty posts,.",leadership,", ",location,recorded_type,Sheager.,2025-09-30 21:39:00
mostlye6-51d4-42da-88f0-d90557f3e452,13,Oromo,academic,description ,symbolic ,reasoning_gained,recorded_years,": 17age:.49,",independence,reasoning_language,} {,neural_language,outcome,2024-01-30 21:54:00
mostly79-b2f9-418c-adb1-9243802c3d73,13,Igbo,academic,location,primary_,"D0.02,, ",-0.76-0.,primary_process,critical_thinking,", ",A {,", ",description,2024-10-08 11:26:00
mostlyf6-2b3e-4a2a-923b-77bbc0085584,14,Swahili,ethical,primary_,: ,emotional,: ,", ",empathy,", ",outcome,"0.129,0.6.}",cultural,2024-06-09 05:50:00
mostly02-4325-4669-84be-8df638355cc8,15,Swahili,academic,emotional_:,}process,",_","agesalate,1.708",description,resilience,R,primary ,A ,adolescence,2025-01-12 13:15:00
mostlyb4-c3e3-41d8-99ca-7efcd6017d62,14,Swahili,innovation,: ,emotional_years,scenario_years,},}04tr andit f.,creativity,wisdom,,recorded_logiclogic,She,2024-09-30 00:56:00
mostly56-8339-41e7-82e1-73820174698e,19,Igbo,academic,primary,"Eon-ed d,:","He, ","empathyat,-0.28, Nigeria1.",recorded_years,independence,"A10.990.01396,-.39.90129.",neural_gained,2025dynamics,", ",2024-06-13 12:45:00
mostlyb4-eeb1-41d5-b6c3-d1de511aee95,19,Amharic,innovation,A ,neural,cultural,neural_embedding,neural_logic,critical_thinking,H_dynamics,", ",outcome,outcome,2025-02-28 14:08:00
mostlycd-474b-4e77-9eee-02473e90cc26,19,Hausa,social,neural_dynamics,"2024, ",Hausa,", ",wisdom_tension,creativity,outcome,symbolic_at,reasoning,cultural,2025-06-23 14:55:00
mostly61-cc09-4a0e-933d-cb132fe60167,18,Amharic,ethical,", ","S,",C,primary_at,2024{.,empathy,symbolic_type,At;r f sit.,{outcome,In} ,2025-05-28 16:01:00
mostlyb9-e181-45a7-a839-f583eb7544f2,17,Amharic,academic,primary,-_yearss0.,description,He_years,peer_logic,critical_thinking,A,adolescence,", {",}_tension,2024-09-26 16:23:00
mostlyf2-b3c8-4a50-8854-90b34f89d910,17,Hausa,identity,"independence-11,00t,0.",neural_process,{,location,", ",independence,,"Au_, ",C{,"A,: ",2025-09-28 11:19:00
mostly3d-5be6-493a-95b0-7866d84d6d16,18,Zulu,identity,neural,: ,wisdom,"peer_-0.,0.36,.",primary_years_type,creativity,neural_growth,symbolic_: ,neural_growth,symbolic.,2024-04-04 22:56:00
mostly60-7161-43e2-9be9-c83ab4780652,13,Zulu,ethical,wisdom_growth,If ,He,,primary_logic,empathy,description,location,-09T:_dynamics,", ",2025-01-09 11:09:00
mostlye6-89df-4a58-a19e-a6c07dde5126,18,Yoruba,ethical,",logic0.",reasoning_process,"Au,-0al.",", ",:_gained,integrity,2025 ,descriptiontension,"emotional_, ",", ",2024-07-25 20:35:00
